"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.AvailableInterfaceKey,27,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.InterfaceReference,InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.27.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.AvailableInterfaceKey,28,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.InterfaceReference,InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.28.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.AvailableInterfaceKey,29,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.InterfaceReference,InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.InterfaceType,WANRouterConnection,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.29.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.AvailableInterfaceKey,3,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.3,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.3.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.AvailableInterfaceKey,30,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.InterfaceReference,InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.InterfaceType,WANRouterConnection,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.30.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.AvailableInterfaceKey,4,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.4,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.4.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.AvailableInterfaceKey,5,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.5,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.5.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.AvailableInterfaceKey,6,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.6,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.6.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.AvailableInterfaceKey,7,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.7,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.7.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.AvailableInterfaceKey,8,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.8,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.8.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.AvailableInterfaceKey,9,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.9,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.9.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterfaceNumberOfEntries,30,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.BridgeEnable,1,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.BridgeKey,1,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.BridgeName,lan,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.BridgeStatus,Disabled,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.VLANID,-1,xsd:int,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.X_000631_OUI_Enable,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Bridge.1.X_000631_OUI_FilterList,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.BridgeNumberOfEntries,1,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.Filter.1.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.FilterBridgeReference,1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.FilterEnable,1,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.FilterInterface,1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.FilterKey,1,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.1.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.FilterInterface,10,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.FilterKey,10,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.10.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.FilterInterface,11,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.FilterKey,11,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.11.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.FilterInterface,12,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.FilterKey,12,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.12.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.FilterInterface,13,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.FilterKey,13,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.13.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.FilterInterface,14,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.FilterKey,14,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.FilterStatus,Disabled,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.SourceMACAddressFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.VLANIDFilter,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.X_000631_PbitFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.14.X_000631_TagAction,Null_Tag_Action,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.15.EthertypeFilterList,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.15.FilterBridgeReference,-1,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.15.FilterEnable,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.15.FilterInterface,15,xsd:int,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.Filter.15.FilterKey,15,xsd:unsignedInt,"2025-12-03 14:45:23"
