"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.9.X_000631_EnableDCS,1,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.9.X_000631_EnableDfsChannels,0,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.9.X_000631_EnableMUMIMO,0,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.9.X_000631_OperatingChannelBandwidth,20MHz,xsd:string,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.WLANConfiguration.9.X_000631_PSCOnly,0,xsd:boolean,"2025-12-03 14:45:26"
InternetGatewayDevice.LANDevice.1.X_000631_ALG.1.Enable,0,xsd:boolean,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDevice.1.X_000631_ALG.1.Protocol,SIP,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.LANDeviceNumberOfEntries,1,xsd:unsignedInt,"2025-12-03 14:45:21"
InternetGatewayDevice.LANInterfaces.LANEthernetInterfaceNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANInterfaces.LANUSBInterfaceNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.LANInterfaces.LANWLANConfigurationNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.AvailableInterfaceKey,1,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.1,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.1.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.AvailableInterfaceKey,10,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.10,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.10.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.AvailableInterfaceKey,11,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.11,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.11.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.AvailableInterfaceKey,12,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.12,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.12.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.AvailableInterfaceKey,13,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.13,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.13.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.AvailableInterfaceKey,14,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.14,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.14.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.AvailableInterfaceKey,15,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.15,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.15.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.AvailableInterfaceKey,16,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.16,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.16.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.AvailableInterfaceKey,17,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.17,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.17.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.AvailableInterfaceKey,18,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.18,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.18.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.AvailableInterfaceKey,19,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.19,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.19.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.AvailableInterfaceKey,2,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.2,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.2.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.AvailableInterfaceKey,20,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.20,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.20.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.AvailableInterfaceKey,21,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.21,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:22"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.21.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.AvailableInterfaceKey,22,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.22,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.22.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.AvailableInterfaceKey,23,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.23,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.23.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.AvailableInterfaceKey,24,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.InterfaceReference,InternetGatewayDevice.LANDevice.1.WLANConfiguration.24,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.24.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.AvailableInterfaceKey,25,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.InterfaceReference,InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.25.X_000631_SubscriberID,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.AvailableInterfaceKey,26,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.InterfaceReference,InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.InterfaceType,LANInterface,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_DhcpLeaseLimit,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_DropIPv6,0,xsd:boolean,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_Dscp2PbitMap,,xsd:string,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_MaxStreams,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:23"
InternetGatewayDevice.Layer2Bridging.AvailableInterface.26.X_000631_MvrProfile,0,xsd:unsignedInt,"2025-12-03 14:45:23"
